file,emotion,valence,activation,dominance
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_F035.wav,ang,2.0,3.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_F036.wav,ang,2.0,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_F037.wav,ang,2.0,3.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_F038.wav,xxx,1.0,4.0,5.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_F039.wav,fru,2.0,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_F040.wav,fru,2.0,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_F041.wav,sad,3.0,2.0,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M000.wav,xxx,3.0,2.5,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M001.wav,xxx,2.5,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M002.wav,xxx,2.5,2.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M003.wav,sad,2.0,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M004.wav,sad,2.5,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M005.wav,sad,2.0,2.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M006.wav,xxx,2.0,2.5,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M007.wav,xxx,2.5,2.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M008.wav,xxx,2.5,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M009.wav,fru,2.5,3.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M010.wav,fru,2.0,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M011.wav,fru,2.0,4.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M012.wav,ang,2.5,3.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M013.wav,ang,1.5,4.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M014.wav,xxx,2.5,2.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M015.wav,fru,2.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M016.wav,neu,3.0,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M017.wav,neu,3.0,2.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M018.wav,neu,3.0,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M019.wav,fru,2.0,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M020.wav,fru,2.0,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M021.wav,ang,2.5,3.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M022.wav,xxx,1.5,4.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M023.wav,fru,1.5,3.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M024.wav,ang,1.5,3.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M025.wav,ang,1.5,4.0,5.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M026.wav,neu,2.5,2.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M027.wav,neu,2.0,3.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M028.wav,sad,2.0,3.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M029.wav,fru,2.0,3.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M030.wav,fru,3.0,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M031.wav,fru,1.5,4.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M032.wav,xxx,1.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M033.wav,xxx,2.0,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M034.wav,xxx,1.5,4.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M035.wav,sad,2.0,3.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M036.wav,sad,2.0,3.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M037.wav,ang,1.5,3.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M038.wav,ang,2.0,3.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M039.wav,ang,1.5,4.0,5.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M040.wav,xxx,2.0,4.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M041.wav,sad,3.0,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M042.wav,fru,2.5,3.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M043.wav,fru,2.0,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M044.wav,fru,3.0,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script01_1_M045.wav,xxx,2.5,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F000.wav,exc,3.0,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F001.wav,exc,2.0,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F002.wav,neu,2.5,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F003.wav,neu,2.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F004.wav,xxx,4.0,3.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F005.wav,neu,2.5,2.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F006.wav,neu,3.0,3.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F007.wav,neu,2.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F008.wav,fru,2.0,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F009.wav,neu,3.0,2.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F010.wav,xxx,2.0,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F011.wav,neu,2.0,3.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F012.wav,neu,2.5,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F013.wav,xxx,2.0,3.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F014.wav,ang,2.0,2.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F015.wav,neu,3.0,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F016.wav,xxx,3.0,4.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F017.wav,xxx,4.0,4.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F018.wav,fru,2.0,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F019.wav,ang,2.0,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F020.wav,xxx,2.5,2.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F021.wav,xxx,2.0,3.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F022.wav,xxx,2.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F023.wav,ang,1.5,4.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F024.wav,neu,3.0,3.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F025.wav,xxx,2.5,3.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F026.wav,xxx,2.5,3.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F027.wav,xxx,2.5,3.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F028.wav,ang,1.5,2.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F029.wav,xxx,2.5,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F030.wav,xxx,2.5,2.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F031.wav,xxx,2.5,2.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F032.wav,xxx,3.0,2.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F033.wav,xxx,1.5,3.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F034.wav,fru,1.5,4.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F035.wav,ang,1.5,3.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F036.wav,ang,1.5,4.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F037.wav,ang,1.0,5.0,5.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F038.wav,ang,1.0,5.0,5.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F039.wav,ang,1.0,4.5,5.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F040.wav,ang,2.0,4.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F041.wav,ang,1.0,5.0,5.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_F042.wav,ang,1.0,4.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M000.wav,neu,3.0,3.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M001.wav,ang,2.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M002.wav,xxx,2.5,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M003.wav,ang,2.5,2.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M004.wav,xxx,2.5,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M005.wav,ang,2.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M006.wav,xxx,1.5,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M007.wav,ang,2.5,3.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M008.wav,xxx,2.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M009.wav,xxx,2.0,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M010.wav,neu,3.0,3.0,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M011.wav,neu,3.0,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M012.wav,neu,2.5,3.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M013.wav,xxx,2.0,4.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M014.wav,xxx,2.5,3.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M015.wav,fru,2.0,3.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M016.wav,neu,3.0,3.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M017.wav,xxx,2.5,2.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M018.wav,neu,3.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M019.wav,xxx,2.5,3.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M020.wav,xxx,2.5,3.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M021.wav,fru,2.5,3.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M022.wav,fru,2.5,3.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M023.wav,fru,2.5,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M024.wav,neu,2.5,3.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M025.wav,xxx,3.0,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M026.wav,ang,2.5,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M027.wav,ang,2.5,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M028.wav,xxx,1.5,2.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M029.wav,xxx,2.0,4.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M030.wav,xxx,2.5,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M031.wav,ang,3.0,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M032.wav,neu,3.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M033.wav,neu,3.0,2.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M034.wav,xxx,2.5,3.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M035.wav,xxx,3.0,3.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M036.wav,xxx,2.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M037.wav,fru,2.0,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M038.wav,xxx,2.0,3.5,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M039.wav,ang,2.0,4.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M040.wav,ang,2.0,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M041.wav,ang,2.5,3.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M042.wav,ang,1.5,4.0,4.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M043.wav,ang,2.0,2.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M044.wav,ang,1.5,2.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M045.wav,ang,2.0,3.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M046.wav,ang,2.5,3.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script0/Ses02M_script03_2_M047.wav,ang,1.5,4.5,5.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F000.wav,xxx,3.5,3.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F001.wav,xxx,2.5,3.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F002.wav,xxx,3.0,3.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F003.wav,xxx,3.0,2.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F004.wav,xxx,4.0,2.5,2.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F005.wav,xxx,2.5,3.0,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F006.wav,xxx,4.0,2.5,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F007.wav,neu,2.5,3.0,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F008.wav,xxx,2.5,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F009.wav,xxx,2.5,2.5,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F010.wav,xxx,2.5,2.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F011.wav,neu,2.5,3.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F012.wav,neu,2.5,3.0,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F013.wav,ang,2.0,3.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F014.wav,ang,2.0,4.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F015.wav,xxx,2.5,2.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F016.wav,exc,2.5,2.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F017.wav,fru,2.5,3.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F018.wav,ang,2.5,3.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F019.wav,fru,2.5,2.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F020.wav,ang,2.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F021.wav,xxx,2.5,2.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F022.wav,fru,2.0,3.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F023.wav,xxx,2.5,2.0,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F024.wav,fru,2.5,2.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F025.wav,ang,2.5,2.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F026.wav,fru,2.5,2.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F027.wav,xxx,2.5,2.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F028.wav,fru,2.5,3.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F029.wav,ang,2.0,4.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F030.wav,fru,2.5,2.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F031.wav,ang,2.5,2.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F032.wav,fru,2.5,3.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F033.wav,xxx,2.5,2.5,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F034.wav,ang,2.0,3.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F035.wav,ang,2.0,3.0,3.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F036.wav,ang,2.0,3.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F037.wav,ang,1.5,4.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F038.wav,ang,1.5,4.0,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F039.wav,ang,1.5,4.5,3.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F040.wav,ang,1.5,4.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F041.wav,ang,1.5,4.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F042.wav,ang,1.5,4.5,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_F043.wav,ang,1.5,5.0,4.0
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_M000.wav,neu,3.0,2.5,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_M001.wav,neu,2.5,3.5,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_M002.wav,xxx,2.5,2.5,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_M003.wav,xxx,2.5,3.0,2.5
/scratch/speech/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script0/Ses02F_script03_2_M004.wav,xxx,2.5,3.5,2.5
